acetic,citric,suger,salt,SO2free,SO2tota,pH,sulfate,alcohol,quality
0.200,0.340,2.700,0.032,49.000,151.000,3.160,0.390,12.700,0.700
0.230,0.390,14.200,0.058,49.000,192.000,2.980,0.480,9.000,0.700
0.320,0.290,7.600,0.025,35.000,124.000,3.150,0.650,12.800,0.700
0.300,0.300,2.500,0.041,29.000,82.000,3.310,0.610,11.800,0.700
0.200,0.300,14.200,0.056,53.000,212.500,3.140,0.460,8.900,0.800
0.370,0.360,1.000,0.034,17.000,93.000,3.040,0.320,11.700,0.800
0.150,0.300,1.400,0.022,38.000,100.000,3.420,0.570,11.400,0.700
0.210,0.310,3.800,0.021,40.000,142.000,3.170,0.390,10.800,0.700
0.105,0.310,1.300,0.037,55.000,145.000,3.410,0.410,11.100,0.700
0.240,0.490,7.400,0.039,46.000,108.000,3.030,0.330,11.900,0.700
0.210,0.490,1.200,0.036,20.000,99.000,3.050,0.280,12.100,0.700
0.170,0.320,1.000,0.040,39.000,118.000,3.310,0.400,13.100,0.800
0.180,0.380,1.400,0.038,35.000,111.000,3.320,0.590,11.200,0.700
0.190,0.270,13.900,0.057,45.000,155.000,2.940,0.410,8.800,0.800
0.150,0.290,2.300,0.033,14.000,82.000,3.100,0.580,11.200,0.700
0.130,0.320,1.200,0.042,40.000,98.000,3.420,0.640,11.800,0.700
0.340,0.280,4.000,0.028,46.000,100.000,3.200,0.500,13.200,0.700
0.280,0.330,6.700,0.037,32.000,155.000,3.390,0.620,10.700,0.700
0.480,0.330,7.000,0.024,14.000,130.000,3.250,0.450,12.500,0.700
0.190,0.270,13.900,0.057,45.000,155.000,2.940,0.410,8.800,0.800
0.240,0.270,1.900,0.048,40.000,170.000,3.640,0.540,10.000,0.700
0.110,0.320,4.600,0.057,59.000,144.000,3.550,0.440,9.400,0.700
0.350,0.300,5.700,0.035,8.000,97.000,3.270,0.410,11.000,0.700
0.340,0.330,4.600,0.034,19.000,80.000,3.380,0.580,12.000,0.700
0.220,0.280,7.800,0.050,43.000,116.000,3.220,0.600,11.500,0.800
0.550,0.140,8.300,0.032,35.000,164.000,3.530,0.510,12.500,0.800
0.120,0.300,3.100,0.018,15.000,37.000,3.020,0.520,11.900,0.700
0.300,0.290,6.200,0.025,29.000,95.000,3.030,0.320,12.900,0.700
0.190,0.300,12.800,0.053,48.500,229.000,3.140,0.490,9.100,0.700
0.400,0.270,4.500,0.034,27.000,95.000,3.210,0.590,12.300,0.800
0.170,0.370,6.900,0.059,47.000,128.000,3.080,0.460,11.000,0.700
0.160,0.440,1.200,0.051,39.000,122.000,3.110,0.750,11.300,0.700
0.310,0.580,5.000,0.039,36.000,114.000,3.300,0.600,12.300,0.800
0.360,0.280,2.500,0.035,18.000,73.000,3.100,0.470,12.800,0.700
0.150,0.400,1.500,0.042,23.000,87.000,3.110,0.460,12.200,0.700
0.350,0.280,1.600,0.037,31.000,113.000,3.120,0.400,14.200,0.700
0.160,0.360,2.600,0.029,28.000,98.000,3.110,0.370,11.200,0.700
0.760,0.010,3.200,0.041,18.000,120.000,3.200,0.940,13.700,0.700
0.280,0.330,6.700,0.037,32.000,155.000,3.390,0.620,10.700,0.700
0.210,0.280,2.700,0.033,38.000,94.000,2.990,0.430,11.800,0.700
0.160,0.640,17.000,0.050,69.000,210.000,3.150,0.510,9.300,0.700
0.270,0.320,4.500,0.032,58.000,178.000,3.450,0.310,12.600,0.700
0.180,0.370,1.300,0.027,42.000,125.000,3.240,0.370,12.800,0.700
0.130,0.390,4.700,0.042,36.000,137.000,3.360,0.560,10.300,0.700
0.350,0.260,2.700,0.045,19.000,129.000,3.240,0.480,13.000,0.700
0.120,0.250,1.400,0.039,21.000,131.000,3.200,0.450,11.200,0.700
0.280,0.400,6.100,0.034,36.000,118.000,3.210,0.430,12.100,0.700
0.360,0.320,10.050,0.045,37.000,131.000,3.090,0.330,11.700,0.800
0.230,0.350,1.400,0.036,31.000,113.000,3.160,0.480,10.800,0.700
0.310,0.490,3.950,0.044,27.000,131.000,3.080,0.670,12.800,0.700
0.260,0.210,2.900,0.026,48.000,126.000,3.220,0.380,11.300,0.700
0.490,0.240,15.100,0.030,34.000,153.000,3.130,0.510,12.000,0.700
0.230,0.310,2.800,0.047,40.000,122.000,3.060,0.640,10.900,0.700
0.250,0.410,7.400,0.043,29.000,151.000,3.150,0.600,10.200,0.700
0.660,0.480,1.200,0.029,29.000,75.000,3.330,0.390,12.800,0.800
0.250,0.260,5.200,0.024,36.000,135.000,3.160,0.720,10.700,0.700
0.180,0.360,1.400,0.043,31.000,87.000,3.260,0.370,12.700,0.700
0.210,0.310,2.900,0.046,40.000,121.000,3.070,0.650,10.900,0.700
0.180,0.300,12.800,0.062,19.000,171.000,3.000,0.520,9.000,0.700
0.380,0.420,5.000,0.016,31.000,113.000,3.150,0.310,12.400,0.700
0.320,0.450,7.700,0.022,31.000,97.000,3.200,0.700,12.700,0.700
0.480,0.320,1.400,0.021,22.000,121.000,3.150,0.530,12.700,0.700
0.150,0.280,4.400,0.029,14.000,107.000,3.240,0.460,10.400,0.800
0.100,0.240,1.100,0.041,15.000,65.000,3.610,0.610,10.300,0.700
0.190,0.320,3.700,0.041,26.000,76.000,2.900,0.570,10.500,0.700
0.210,0.290,1.600,0.034,29.000,118.000,3.300,0.500,11.000,0.800
0.260,0.230,10.600,0.034,23.000,111.000,3.460,0.280,11.500,0.700
0.370,0.280,4.000,0.030,29.000,79.000,3.230,0.460,12.400,0.700
0.170,0.340,1.500,0.091,42.000,135.000,3.250,0.490,9.600,0.700
0.170,0.330,4.000,0.034,17.000,127.000,3.190,0.390,10.600,0.700
0.200,0.360,11.600,0.042,45.000,124.000,2.920,0.590,9.500,0.700
0.310,0.320,4.500,0.024,28.000,94.000,3.250,0.520,13.700,0.700
0.240,0.290,2.200,0.037,37.000,102.000,3.270,0.640,11.000,0.700
0.320,0.310,2.700,0.049,25.000,153.000,3.440,0.730,12.200,0.700
0.190,0.490,9.300,0.030,26.000,132.000,2.990,0.320,11.000,0.700
0.390,0.240,4.800,0.037,45.000,138.000,3.230,0.430,11.200,0.700
0.230,0.210,5.100,0.035,29.000,142.000,3.360,0.330,10.100,0.700
0.190,0.250,1.400,0.051,41.000,107.000,3.530,0.660,10.500,0.700
0.330,0.400,6.850,0.038,32.000,138.000,3.030,0.300,11.900,0.700
0.180,0.580,1.250,0.034,29.000,129.000,3.510,0.600,12.000,0.700
0.180,0.360,1.300,0.036,40.000,117.000,3.270,0.950,9.500,0.700
0.155,0.340,2.300,0.045,73.500,214.000,3.180,0.610,9.900,0.700
0.180,0.260,1.400,0.044,46.000,89.000,3.390,0.480,10.700,0.700
0.280,0.290,2.700,0.038,26.000,107.000,3.320,0.410,11.600,0.700
0.200,0.490,11.800,0.048,46.000,212.000,3.090,0.460,10.000,0.700
0.260,0.330,17.850,0.049,41.500,195.000,3.060,0.440,9.100,0.700
0.170,0.340,1.800,0.045,96.000,170.000,3.380,0.900,11.800,0.800
0.120,0.360,2.100,0.044,47.000,146.000,3.270,0.740,11.400,0.700
0.220,0.370,15.000,0.053,59.000,178.000,3.370,0.820,9.500,0.700
0.250,0.330,2.900,0.057,52.000,173.000,3.020,0.480,9.500,0.700
0.180,0.300,10.200,0.028,28.000,131.000,3.490,0.420,10.800,0.700
0.370,0.240,6.100,0.032,19.000,86.000,3.040,0.260,13.400,0.800
0.220,0.420,14.600,0.044,45.000,163.000,3.210,0.690,8.600,0.700
0.170,0.240,8.100,0.121,32.000,162.000,3.170,0.380,10.400,0.800
0.280,0.340,3.600,0.040,29.000,121.000,3.280,0.480,12.100,0.700
0.210,0.290,1.600,0.034,29.000,118.000,3.300,0.500,11.000,0.800
0.260,0.290,1.000,0.042,35.000,101.000,3.360,0.480,11.400,0.700
0.250,0.290,2.400,0.038,28.000,76.000,3.010,0.360,11.700,0.700
0.240,0.290,6.800,0.038,54.000,127.000,3.330,0.460,11.600,0.700
0.280,0.310,7.400,0.041,7.000,81.000,3.040,0.470,11.400,0.800
0.270,0.240,12.600,0.044,48.000,118.000,3.040,0.560,10.000,0.700
0.300,0.160,4.200,0.029,37.000,100.000,3.300,0.360,11.800,0.800
0.260,0.340,14.400,0.067,35.000,189.000,3.070,0.530,9.100,0.700
0.240,0.400,1.800,0.047,34.000,105.000,3.130,0.490,12.800,0.800
0.130,0.290,15.500,0.064,56.000,115.500,3.160,0.410,9.700,0.700
0.610,0.010,8.400,0.041,31.000,104.000,3.260,0.720,14.050,0.700
0.530,0.430,6.100,0.029,6.000,76.000,3.080,0.500,12.500,0.800
0.340,0.270,2.500,0.024,40.000,152.000,3.350,0.600,11.900,0.700
0.520,0.490,14.000,0.034,37.000,156.000,3.140,0.380,11.800,0.700
0.160,0.340,1.700,0.038,85.000,153.000,3.330,0.860,12.000,0.700
0.370,0.320,1.600,0.029,41.000,102.000,3.410,0.550,12.700,0.700
0.180,0.360,1.300,0.036,40.000,117.000,3.270,0.950,9.500,0.700
0.180,0.300,12.800,0.062,19.000,171.000,3.000,0.520,9.000,0.700
0.320,0.340,14.500,0.039,46.000,150.000,3.380,0.500,12.500,0.800
0.400,0.310,3.500,0.046,22.000,147.000,3.150,0.310,12.000,0.700
0.360,0.320,10.050,0.045,37.000,131.000,3.090,0.330,11.700,0.800
0.220,0.400,1.850,0.031,25.000,111.000,3.030,0.300,11.800,0.700
0.295,0.240,1.600,0.039,29.000,140.000,3.350,0.610,10.400,0.700
0.410,0.290,1.800,0.032,26.000,74.000,2.960,0.350,13.000,0.800
0.130,0.360,1.600,0.052,23.000,72.000,3.100,0.500,11.500,0.700
0.160,0.250,1.400,0.057,21.000,125.000,3.230,0.440,11.100,0.700
0.320,0.250,5.000,0.055,28.000,138.000,3.270,0.500,12.400,0.800
0.280,0.340,3.600,0.040,29.000,121.000,3.280,0.480,12.100,0.700
0.150,0.280,14.700,0.051,29.000,149.000,2.960,0.390,9.000,0.700
0.430,0.280,4.500,0.046,33.000,102.000,3.160,0.560,12.200,0.700
0.330,0.310,1.300,0.020,29.000,89.000,3.260,0.440,12.400,0.800
0.180,0.310,1.600,0.049,36.000,127.000,3.600,0.670,10.400,0.700
0.310,0.320,4.500,0.024,28.000,94.000,3.250,0.520,13.700,0.700
0.230,0.350,9.200,0.044,53.000,186.000,3.090,0.560,9.500,0.700
0.230,0.390,2.300,0.033,29.000,102.000,3.260,0.540,12.300,0.700
0.320,0.310,6.400,0.031,38.000,115.000,3.380,0.580,12.200,0.700
0.170,0.280,4.700,0.037,39.000,133.000,3.410,0.460,10.800,0.700
0.210,0.490,1.800,0.038,44.000,152.000,3.320,0.440,12.600,0.700
0.350,0.250,5.600,0.032,23.000,120.000,2.930,0.660,10.300,0.700
0.250,0.300,1.600,0.046,32.000,134.000,3.420,0.510,10.100,0.700
0.160,0.270,15.500,0.050,25.000,135.000,2.900,0.430,8.700,0.700
0.220,0.380,8.000,0.043,46.000,152.000,3.120,0.320,11.500,0.700
0.200,0.240,1.600,0.026,26.000,189.000,3.080,0.740,12.100,0.700
0.290,0.540,5.700,0.035,54.000,155.000,3.270,0.340,12.900,0.800
0.370,0.240,6.100,0.032,19.000,86.000,3.040,0.260,13.400,0.800
0.330,0.300,3.000,0.036,30.000,124.000,3.310,0.400,13.100,0.700
0.190,0.490,15.550,0.058,50.000,134.000,3.420,0.360,9.100,0.700
0.190,0.300,12.800,0.053,48.500,229.000,3.140,0.490,9.100,0.700
0.420,0.340,4.300,0.040,34.000,108.000,3.140,0.450,12.800,0.800
0.220,0.350,1.400,0.050,23.000,83.000,3.170,0.480,12.000,0.700
0.180,0.280,9.800,0.039,29.000,113.000,3.110,0.450,10.900,0.700
0.180,0.280,8.500,0.035,41.000,140.000,3.040,0.370,10.100,0.700
0.320,0.360,2.000,0.033,37.000,114.000,3.100,0.710,12.300,0.700
0.210,0.320,2.200,0.037,28.000,141.000,3.200,0.570,10.000,0.700
0.290,0.500,1.800,0.042,35.000,127.000,3.450,0.500,10.200,0.700
0.220,0.320,1.200,0.024,29.000,97.000,3.200,0.460,13.050,0.700
0.500,0.260,11.300,0.029,32.000,110.000,3.270,0.780,12.900,0.800
0.210,0.320,4.800,0.056,39.000,113.000,3.110,0.520,10.200,0.700
0.300,0.380,4.900,0.039,22.000,86.000,3.230,0.580,13.100,0.700
0.320,0.200,2.600,0.027,17.000,123.000,3.360,0.780,13.900,0.700
0.250,0.420,14.200,0.041,57.000,182.000,3.290,0.750,9.100,0.700
0.150,0.360,1.800,0.034,43.000,150.000,3.420,0.690,11.000,0.800
0.460,0.390,6.200,0.039,46.000,163.000,3.210,0.350,12.200,0.700
0.300,0.340,1.500,0.038,18.000,96.000,3.560,0.480,13.000,0.800
0.280,0.340,1.600,0.028,32.000,118.000,3.000,0.380,12.100,0.700
0.430,0.420,6.600,0.033,36.000,141.000,2.980,0.390,13.300,0.700
0.250,0.370,4.500,0.039,41.000,147.000,3.180,0.400,11.100,0.700
0.250,0.370,6.900,0.020,14.000,93.000,3.000,0.480,10.700,0.700
0.230,0.320,13.400,0.044,35.000,169.000,3.120,0.470,8.800,0.700
0.260,0.270,10.600,0.030,27.000,119.000,3.400,0.340,10.700,0.700
0.530,0.160,2.700,0.036,34.000,128.000,3.200,0.530,13.200,0.800
0.410,0.220,7.300,0.035,23.000,117.000,3.200,0.390,11.940,0.700
0.210,0.290,5.350,0.029,43.000,106.000,2.930,0.430,11.500,0.700
0.180,0.310,10.600,0.035,42.000,143.000,3.080,0.490,9.800,0.700
0.420,0.090,1.600,0.019,18.000,68.000,3.330,0.510,11.400,0.700
0.310,0.310,9.100,0.036,45.000,140.000,2.980,0.310,12.000,0.700
0.530,0.160,2.700,0.036,34.000,128.000,3.200,0.530,13.200,0.800
0.220,0.270,4.500,0.036,81.000,157.000,3.050,0.760,10.700,0.700
0.260,0.390,1.400,0.020,12.000,66.000,3.250,0.750,11.300,0.700
0.275,0.300,5.400,0.043,41.000,149.000,3.330,0.420,10.800,0.700
0.520,0.490,14.000,0.034,37.000,156.000,3.140,0.380,11.800,0.700
0.180,0.310,1.700,0.044,30.000,127.000,3.490,0.500,10.200,0.700
0.280,0.280,8.500,0.030,25.000,191.000,3.160,0.460,12.200,0.700
0.360,0.340,4.200,0.018,57.000,119.000,3.280,0.360,12.700,0.900
0.360,0.280,13.550,0.048,51.000,189.000,3.000,0.600,9.500,0.700
0.300,0.450,1.400,0.039,36.000,122.000,3.070,0.470,11.100,0.700
0.200,0.320,1.100,0.039,25.000,78.000,3.390,0.540,10.200,0.700
0.240,0.360,2.000,0.031,27.000,139.000,3.280,0.480,12.500,0.900
0.340,0.350,6.000,0.034,12.000,126.000,3.160,0.390,12.000,0.700
0.270,0.270,5.000,0.035,14.000,97.000,3.100,0.330,11.800,0.700
0.220,0.290,4.200,0.037,69.000,144.000,3.130,0.740,10.800,0.700
0.310,0.270,2.300,0.042,19.000,120.000,3.320,0.410,12.700,0.700
0.400,0.280,6.500,0.037,26.000,97.000,3.160,0.580,12.600,0.700
0.200,0.270,9.600,0.037,19.000,105.000,3.040,0.370,10.500,0.700
0.300,0.290,2.100,0.048,33.000,142.000,3.220,0.460,12.900,0.700
0.470,0.290,4.750,0.034,29.000,134.000,3.290,0.460,13.000,0.700
0.230,0.390,14.200,0.058,49.000,192.000,2.980,0.480,9.000,0.700
0.260,0.300,1.800,0.039,30.000,105.000,3.480,0.520,12.500,0.700
0.105,0.290,1.100,0.035,44.000,140.000,3.170,0.550,10.700,0.700
0.240,0.300,2.000,0.033,28.000,92.000,3.390,0.690,10.900,0.700
0.360,0.280,3.200,0.037,29.000,119.000,3.250,0.650,12.400,0.800
0.190,0.390,1.000,0.032,14.000,71.000,3.310,0.380,13.000,0.700
0.315,0.270,1.550,0.026,15.000,70.000,3.370,0.400,11.900,0.800
0.360,0.270,3.200,0.032,13.000,73.000,2.900,0.690,12.600,0.700
0.170,0.280,17.550,0.050,33.000,154.000,2.940,0.430,9.000,0.700
0.280,0.270,15.500,0.036,31.000,134.000,3.190,0.440,13.000,0.700
0.180,0.280,1.000,0.037,24.000,88.000,3.290,0.550,10.650,0.700
0.300,0.330,3.700,0.030,54.000,173.000,3.360,0.300,13.000,0.700
0.350,0.320,2.400,0.048,35.000,103.000,3.280,0.460,12.000,0.800
0.310,0.200,2.400,0.027,27.000,117.000,3.560,0.450,13.000,0.700
0.280,0.260,1.700,0.042,34.000,130.000,3.430,0.500,10.700,0.800
0.320,0.290,7.600,0.025,35.000,124.000,3.150,0.650,12.800,0.700
0.340,0.270,2.600,0.024,20.000,105.000,3.400,0.670,12.200,0.700
0.330,0.220,1.600,0.027,18.000,89.000,3.510,0.380,12.500,0.700
0.250,0.280,14.400,0.055,55.000,205.000,3.120,0.380,9.000,0.700
0.230,0.390,1.900,0.036,41.000,98.000,3.190,0.430,11.900,0.700
0.180,0.300,12.800,0.062,19.000,171.000,3.000,0.520,9.000,0.700
0.210,0.310,1.700,0.048,17.000,61.000,3.240,0.370,12.000,0.700
0.125,0.290,5.850,0.042,24.000,99.000,3.230,0.320,12.000,0.700
0.360,0.280,2.400,0.036,35.000,115.000,3.190,0.440,13.500,0.700
0.280,0.240,2.100,0.034,49.000,121.000,2.980,0.430,13.200,0.700
0.190,0.270,13.900,0.057,45.000,155.000,2.940,0.410,8.800,0.800
0.220,0.360,6.800,0.034,12.000,90.000,3.010,0.380,10.500,0.800
0.290,0.320,2.400,0.014,34.000,89.000,3.240,0.660,12.500,0.700
0.260,0.330,11.100,0.052,52.500,158.000,3.030,0.490,10.200,0.700
0.450,0.280,10.800,0.051,25.000,157.000,3.060,0.470,11.400,0.700
0.160,0.370,1.300,0.036,45.000,125.000,3.190,0.510,12.400,0.700
0.130,0.310,2.300,0.054,22.000,104.000,3.240,0.920,11.500,0.700
0.200,0.420,1.500,0.041,35.000,125.000,3.110,0.490,11.400,0.700
0.200,0.270,10.900,0.038,29.000,130.000,3.110,0.440,10.500,0.700
0.340,0.260,1.900,0.038,58.000,138.000,3.000,0.470,12.200,0.700
0.340,0.160,7.000,0.037,26.000,116.000,3.460,0.450,10.000,0.700
0.190,0.250,1.400,0.051,41.000,107.000,3.530,0.660,10.500,0.700
0.220,0.430,4.550,0.038,31.000,130.000,3.350,0.330,11.500,0.700
0.230,0.270,2.600,0.035,39.000,120.000,3.040,0.590,11.300,0.700
0.350,0.270,3.100,0.034,28.000,134.000,3.260,0.380,13.100,0.700
0.330,0.260,5.000,0.027,46.000,143.000,3.250,0.430,11.200,0.700
0.240,0.310,2.800,0.038,41.000,114.000,3.370,0.660,11.700,0.700
0.130,0.370,1.000,0.036,48.000,114.000,3.410,0.510,11.500,0.800
0.250,0.320,12.200,0.041,43.000,127.000,3.230,0.530,10.400,0.700
0.300,0.490,12.300,0.049,50.000,144.000,3.090,0.570,10.200,0.700
0.290,0.290,3.300,0.037,32.000,140.000,3.170,0.360,12.800,0.700
0.100,0.410,1.000,0.040,17.000,76.000,3.140,0.560,11.400,0.700
0.290,0.240,3.200,0.037,31.000,95.000,2.900,0.660,12.600,0.700
0.150,0.320,6.000,0.033,59.000,128.000,3.190,0.710,12.100,0.800
0.105,0.290,1.100,0.035,44.000,140.000,3.170,0.550,10.700,0.700
0.410,0.370,4.500,0.030,40.000,114.000,3.170,0.540,12.400,0.700
0.230,0.320,13.400,0.044,35.000,169.000,3.120,0.470,8.800,0.700
0.180,0.490,1.300,0.033,12.000,72.000,3.050,0.530,11.300,0.700
0.200,0.350,2.100,0.038,30.000,116.000,3.490,0.770,10.300,0.700
0.330,0.270,6.700,0.022,44.000,129.000,3.360,0.390,11.000,0.700
0.390,0.240,4.800,0.037,45.000,138.000,3.230,0.430,11.200,0.700
0.240,0.450,3.800,0.027,21.000,128.000,3.550,0.490,11.200,0.800
0.180,0.340,1.600,0.040,43.000,148.000,3.320,0.590,11.500,0.800
0.180,0.300,12.800,0.062,19.000,171.000,3.000,0.520,9.000,0.700
0.240,0.320,7.600,0.038,48.000,203.000,3.450,0.540,9.700,0.700
0.230,0.310,1.500,0.022,11.000,82.000,3.300,0.400,12.900,0.700
0.360,0.370,4.800,0.019,39.000,114.000,3.080,0.490,12.700,0.700
0.180,0.290,1.200,0.044,12.000,143.000,3.200,0.480,11.300,0.700
0.390,0.370,1.100,0.043,36.000,113.000,3.390,0.480,12.700,0.800
0.300,0.380,14.900,0.032,60.000,181.000,3.180,0.610,9.300,0.700
0.330,0.400,6.850,0.038,32.000,138.000,3.030,0.300,11.900,0.700
0.350,0.280,1.100,0.055,9.000,160.000,3.420,0.500,9.100,0.700
0.400,0.290,5.400,0.044,31.000,122.000,3.300,0.500,11.100,0.800
0.180,0.350,5.400,0.054,53.000,143.000,3.100,0.540,11.000,0.700
0.290,0.310,1.700,0.035,24.000,79.000,3.270,0.690,11.400,0.700
0.180,0.240,1.400,0.047,21.000,106.000,3.520,0.640,10.500,0.700
0.280,0.440,1.800,0.032,32.000,107.000,3.250,0.480,12.200,0.700
0.155,0.340,2.300,0.045,73.500,214.000,3.180,0.610,9.900,0.700
0.350,0.390,2.400,0.048,25.000,157.000,3.200,0.540,11.100,0.700
0.390,0.240,4.800,0.037,45.000,138.000,3.230,0.430,11.200,0.700
0.440,0.280,4.250,0.032,43.000,132.000,3.260,0.470,11.300,0.700
0.420,0.290,4.100,0.030,31.000,100.000,3.000,0.320,12.800,0.700
0.415,0.190,1.600,0.039,27.000,88.000,3.540,0.410,10.000,0.700
0.350,0.300,6.500,0.028,27.000,87.000,3.400,0.420,11.400,0.700
0.220,0.490,9.400,0.034,29.000,134.000,2.990,0.320,11.000,0.700
0.210,0.330,1.800,0.034,48.000,136.000,3.250,0.410,12.600,0.700
0.320,0.480,2.300,0.040,28.000,114.000,3.200,0.520,12.800,0.700
0.220,0.290,1.200,0.045,69.000,152.000,3.760,0.630,11.000,0.700
0.190,0.390,1.000,0.032,14.000,71.000,3.310,0.380,13.000,0.700
0.230,0.350,4.600,0.039,43.000,147.000,3.180,0.400,11.000,0.700
0.190,0.310,2.700,0.027,11.000,100.000,3.460,0.400,13.200,0.700
0.200,0.300,14.200,0.056,53.000,212.500,3.140,0.460,8.900,0.800
0.300,0.300,1.200,0.029,25.000,93.000,3.310,0.400,13.600,0.700
0.180,0.370,1.200,0.036,19.000,74.000,3.090,0.490,12.700,0.700
0.250,0.450,2.300,0.045,40.000,118.000,3.160,0.480,11.900,0.700
0.340,0.260,2.200,0.021,31.000,119.000,3.550,0.490,13.000,0.800
0.160,0.280,2.500,0.046,40.000,153.000,3.380,0.510,11.400,0.700
0.320,0.380,4.750,0.033,23.000,94.000,3.420,0.420,11.800,0.700
0.240,0.300,1.300,0.030,25.000,98.000,3.370,0.430,12.400,0.700
0.460,0.150,2.100,0.026,29.000,130.000,3.390,0.770,13.400,0.800
0.320,0.300,3.300,0.029,15.000,80.000,3.330,0.630,12.600,0.700
0.290,0.210,2.600,0.025,12.000,120.000,3.390,0.790,14.000,0.700
0.300,0.310,1.600,0.035,40.000,106.000,3.260,0.390,12.900,0.700
0.210,0.270,7.300,0.031,41.000,144.000,3.150,0.380,11.800,0.700
0.430,0.320,8.800,0.042,18.000,106.000,3.280,0.330,12.900,0.700
0.360,0.260,8.150,0.035,14.000,88.000,3.060,0.270,13.000,0.700
0.220,0.330,2.800,0.033,48.000,153.000,3.150,0.380,12.700,0.700
0.220,0.320,9.300,0.040,22.000,110.000,3.340,0.540,10.700,0.700
0.290,0.360,7.000,0.042,38.000,161.000,3.260,0.370,11.200,0.800
0.460,0.140,2.700,0.042,27.000,160.000,3.460,0.510,10.600,0.700
0.440,0.280,3.400,0.048,22.000,112.000,3.210,0.370,11.300,0.700
0.280,0.220,7.300,0.041,26.000,157.000,3.440,0.640,9.800,0.700
0.350,0.300,6.500,0.028,27.000,87.000,3.400,0.420,11.400,0.700
0.390,0.250,4.900,0.033,49.000,113.000,3.260,0.580,13.100,0.700
0.310,0.340,7.400,0.059,36.000,174.000,3.460,0.620,11.100,0.700
0.190,0.360,1.800,0.050,16.000,84.000,3.150,0.450,9.800,0.700
0.250,0.290,1.100,0.068,39.000,124.000,3.340,0.580,11.000,0.700
0.300,0.350,4.600,0.032,32.000,148.000,3.150,0.450,11.500,0.700
0.180,0.490,1.500,0.041,39.000,130.000,3.040,0.490,9.800,0.700
0.080,0.330,1.900,0.028,23.000,93.000,3.340,0.700,12.000,0.700
0.400,0.330,7.700,0.034,27.000,98.000,3.180,0.410,12.200,0.700
0.360,0.300,5.000,0.040,40.000,143.000,3.330,0.420,12.200,0.700
0.360,0.320,10.500,0.045,35.000,135.000,3.090,0.330,11.600,0.800
0.210,0.340,6.600,0.030,36.000,91.000,3.320,0.450,12.500,0.700
0.340,0.490,1.500,0.027,26.000,126.000,3.300,0.330,12.200,0.700
0.300,0.290,2.800,0.025,37.000,107.000,3.310,0.630,11.300,0.700
0.340,0.400,2.100,0.033,34.000,111.000,2.970,0.480,12.200,0.700
0.210,0.310,11.400,0.039,46.000,165.000,3.410,0.440,9.800,0.700
0.450,0.270,6.400,0.033,20.000,102.000,3.220,0.270,13.400,0.800
0.250,0.280,4.900,0.030,29.000,98.000,3.090,0.580,12.800,0.700
0.320,0.340,1.300,0.042,20.000,69.000,3.310,0.650,12.000,0.700
0.320,0.390,4.300,0.030,31.000,127.000,3.460,0.360,12.800,0.800
0.270,0.340,1.800,0.028,26.000,168.000,2.990,0.480,12.100,0.700
0.170,0.320,1.700,0.040,51.000,148.000,3.210,0.440,11.500,0.700
0.270,0.300,13.900,0.029,34.000,131.000,3.360,0.500,12.000,0.700
0.200,0.280,12.800,0.038,29.000,132.000,3.310,0.570,11.800,0.700
0.240,0.350,1.500,0.052,51.000,128.000,3.410,0.590,10.400,0.700
0.330,0.340,2.000,0.044,61.000,171.000,3.250,0.530,13.300,0.700
0.190,0.460,3.800,0.041,82.000,187.000,3.190,0.600,11.200,0.700
0.330,0.320,8.100,0.038,9.000,34.000,3.220,0.360,12.700,0.700
0.340,0.240,3.300,0.034,29.000,99.000,3.100,0.400,12.300,0.700
0.280,0.300,8.300,0.026,37.000,113.000,2.990,0.380,12.300,0.800
0.360,0.490,2.900,0.030,16.000,94.000,3.100,0.490,12.100,0.700
0.160,0.300,13.700,0.056,33.000,168.000,2.900,0.440,8.700,0.700
0.130,0.390,1.400,0.034,19.000,102.000,3.230,0.600,11.300,0.700
0.230,0.300,2.600,0.034,62.000,148.000,3.030,0.560,11.300,0.700
0.290,0.290,3.300,0.037,32.000,140.000,3.170,0.360,12.800,0.700
0.400,0.320,7.900,0.031,23.000,118.000,3.050,0.460,13.300,0.700
0.280,0.240,8.450,0.031,32.000,172.000,3.390,0.570,9.700,0.700
0.250,0.280,5.000,0.035,42.000,126.000,3.120,0.380,12.600,0.700
0.200,0.390,2.600,0.044,30.000,180.000,3.460,0.440,10.800,0.700
0.300,0.320,2.000,0.044,34.000,90.000,3.370,0.680,11.000,0.700
0.200,0.260,1.100,0.047,42.000,119.000,3.480,0.600,11.000,0.700
0.190,0.340,2.600,0.037,33.000,125.000,3.100,0.490,11.100,0.700
0.440,0.240,11.200,0.031,41.000,167.000,3.120,0.430,11.300,0.700
0.270,0.270,10.400,0.041,26.000,114.000,3.040,0.520,11.500,0.700
0.420,0.360,5.000,0.037,34.000,101.000,3.130,0.570,12.300,0.700
0.250,0.360,2.100,0.034,30.000,177.000,3.250,0.400,11.900,0.800
0.260,0.320,3.500,0.028,29.000,113.000,3.400,0.710,12.300,0.700
0.170,0.340,1.800,0.045,96.000,170.000,3.380,0.900,11.800,0.800
0.130,0.420,1.100,0.043,63.000,146.000,3.130,0.720,11.200,0.700
0.330,0.310,1.200,0.016,39.000,150.000,3.330,0.590,14.000,0.800
0.200,0.240,1.400,0.033,65.000,169.000,3.590,0.560,12.300,0.700
